simulation_id,time,water,hour
1986,1486033200.0,3.47,12.0
1987,1486047600.0,1.29,16.0
1988,1486026000.0,4.37,10.0
1989,1486018800.0,0.0,8.0
1990,1486126800.0,47.72,14.0
1991,1486119600.0,17.05,12.0
1992,1486134000.0,19.27,16.0
1993,1486112400.0,14.98,10.0
1994,1486105200.0,0.66,8.0
1995,1486213200.0,167.07,14.0
1996,1486206000.0,2.24,12.0
1997,1486220400.0,1.12,16.0
1998,1486198800.0,0.57,10.0
1999,1486191600.0,0.58,8.0
2000,1486299600.0,29.19,14.0
2001,1486292400.0,4.88,12.0
2002,1486306800.0,83.88,16.0
2003,1486285200.0,0.33,10.0
2004,1486278000.0,3.35,8.0
2005,1486386000.0,21.71,14.0
2006,1486378800.0,48.17,12.0
2007,1486393200.0,17.4,16.0
2008,1486371600.0,12.37,10.0
2009,1486364400.0,19.04,8.0
2010,1486472400.0,136.5,14.0
2011,1486465200.0,2.0,12.0
2012,1486479600.0,22.96,16.0
2013,1486458000.0,5.19,10.0
2014,1486450800.0,0.57,8.0
2015,1486558800.0,37.86,14.0
2016,1486551600.0,5.21,12.0
2017,1486566000.0,5.44,16.0
2018,1486544400.0,24.07,10.0
2019,1486537200.0,3.55,8.0
2020,1486645200.0,119.11,14.0
2021,1486638000.0,26.63,12.0
2022,1486652400.0,35.47,16.0
2023,1486630800.0,0.26,10.0
2024,1486623600.0,0.94,8.0
2025,1486731600.0,35.16,14.0
2026,1486724400.0,33.93,12.0
2027,1486738800.0,2.5,16.0
2028,1486717200.0,8.26,10.0
2029,1486710000.0,1.58,8.0
2030,1486818000.0,21.63,14.0
2031,1486810800.0,55.77,12.0
2032,1486825200.0,14.19,16.0
2033,1486803600.0,0.52,10.0
2034,1486796400.0,0.14,8.0
2035,1486904400.0,19.26,14.0
2036,1486897200.0,65.44,12.0
2037,1486911600.0,16.06,16.0
2038,1486890000.0,19.1,10.0
2039,1486882800.0,15.8,8.0
2040,1486990800.0,68.52,14.0
2041,1486983600.0,4.62,12.0
2042,1486998000.0,3.38,16.0
2043,1486976400.0,0.58,10.0
2044,1486969200.0,0.02,8.0
2045,1487077200.0,9.25,14.0
2046,1487070000.0,40.6,12.0
2047,1487084400.0,50.14,16.0
2048,1487062800.0,3.57,10.0
2049,1487055600.0,5.16,8.0
2050,1487163600.0,67.08,14.0
2051,1487156400.0,2.79,12.0
2052,1487170800.0,15.4,16.0
2053,1487149200.0,15.93,10.0
2054,1487142000.0,0.53,8.0
2055,1487250000.0,51.14,14.0
2056,1487242800.0,5.66,12.0
2057,1487257200.0,9.0,16.0
2058,1487235600.0,48.73,10.0
2059,1487228400.0,7.52,8.0
2060,1487336400.0,93.13,14.0
2061,1487329200.0,18.21,12.0
2062,1487343600.0,15.79,16.0
2063,1487322000.0,20.34,10.0
2064,1487314800.0,7.76,8.0
2065,1487422800.0,60.16,14.0
2066,1487415600.0,12.25,12.0
2067,1487430000.0,9.34,16.0
2068,1487408400.0,0.61,10.0
2069,1487401200.0,0.44,8.0
2070,1487509200.0,81.49,14.0
2071,1487502000.0,8.01,12.0
2072,1487516400.0,0.33,16.0
2073,1487494800.0,16.21,10.0
2074,1487487600.0,16.68,8.0
2075,1487595600.0,7.79,14.0
2076,1487588400.0,81.73,12.0
2077,1487602800.0,3.52,16.0
2078,1487581200.0,6.89,10.0
2079,1487574000.0,15.99,8.0
2080,1487682000.0,74.55,14.0
2081,1487674800.0,3.94,12.0
2082,1487689200.0,8.7,16.0
2083,1487667600.0,0.57,10.0
2084,1487660400.0,11.01,8.0
2085,1487768400.0,28.04,14.0
2086,1487761200.0,24.78,12.0
2087,1487775600.0,44.41,16.0
2088,1487754000.0,3.26,10.0
2089,1487746800.0,1.31,8.0
2090,1487854800.0,40.64,14.0
2091,1487847600.0,20.53,12.0
2092,1487862000.0,58.14,16.0
2093,1487840400.0,3.11,10.0
2094,1487833200.0,4.66,8.0
2095,1487941200.0,0.82,14.0
2096,1487934000.0,75.98,12.0
2097,1487948400.0,4.62,16.0
2098,1487926800.0,1.41,10.0
2099,1487919600.0,1.63,8.0
2100,1488027600.0,106.76,14.0
2101,1488020400.0,44.8,12.0
2102,1488034800.0,5.47,16.0
2103,1488013200.0,4.39,10.0
2104,1488006000.0,11.05,8.0
2105,1488114000.0,111.28,14.0
2106,1488106800.0,26.91,12.0
2107,1488121200.0,12.41,16.0
2108,1488099600.0,7.78,10.0
2109,1488092400.0,1.11,8.0
2110,1488200400.0,1.62,14.0
2111,1488193200.0,67.7,12.0
2112,1488207600.0,14.03,16.0
2113,1488186000.0,3.16,10.0
2114,1488178800.0,0.43,8.0
2115,1488286800.0,48.42,14.0
2116,1488279600.0,1.19,12.0
2117,1488294000.0,17.36,16.0
2118,1488272400.0,27.61,10.0
2119,1488265200.0,0.64,8.0
2120,1488373200.0,37.5,14.0
2121,1488366000.0,4.33,12.0
2122,1488380400.0,16.21,16.0
2123,1488358800.0,9.11,10.0
2124,1488351600.0,7.65,8.0
2125,1488459600.0,24.98,14.0
2126,1488452400.0,55.21,12.0
2127,1488466800.0,48.29,16.0
2128,1488445200.0,1.36,10.0
2129,1488438000.0,3.12,8.0
2130,1488546000.0,79.32,14.0
2131,1488538800.0,43.08,12.0
2132,1488553200.0,26.33,16.0
2133,1488531600.0,1.55,10.0
2134,1488524400.0,1.02,8.0
2135,1488632400.0,161.36,14.0
2136,1488625200.0,6.78,12.0
2137,1488639600.0,0.03,16.0
2138,1488618000.0,0.05,10.0
2139,1488610800.0,0.02,8.0
2140,1488718800.0,77.6,14.0
2141,1488711600.0,55.15,12.0
2142,1488726000.0,9.83,16.0
2143,1488704400.0,0.16,10.0
2144,1488697200.0,2.53,8.0
2145,1488805200.0,14.81,14.0
2146,1488798000.0,11.1,12.0
2147,1488812400.0,67.86,16.0
2148,1488790800.0,9.39,10.0
2149,1488783600.0,4.98,8.0
2150,1488891600.0,156.09,14.0
2151,1488884400.0,0.02,12.0
2152,1488898800.0,0.01,16.0
2153,1488877200.0,0.01,10.0
2154,1488870000.0,0.01,8.0
2155,1488978000.0,69.66,14.0
2156,1488970800.0,1.52,12.0
2157,1488985200.0,2.01,16.0
2158,1488963600.0,1.18,10.0
2159,1488956400.0,0.57,8.0
2160,1489064400.0,67.79,14.0
2161,1489057200.0,4.1,12.0
2162,1489071600.0,6.47,16.0
2163,1489050000.0,0.58,10.0
2164,1489042800.0,0.15,8.0
2165,1489150800.0,81.85,14.0
2166,1489143600.0,4.71,12.0
2167,1489158000.0,4.25,16.0
2168,1489136400.0,0.22,10.0
2169,1489129200.0,0.08,8.0
2170,1489237200.0,70.71,14.0
2171,1489230000.0,72.45,12.0
2172,1489244400.0,4.18,16.0
2173,1489222800.0,1.04,10.0
2174,1489215600.0,0.01,8.0
2175,1489323600.0,28.81,14.0
2176,1489316400.0,46.71,12.0
2177,1489330800.0,5.38,16.0
2178,1489309200.0,13.79,10.0
2179,1489302000.0,1.12,8.0
2180,1489410000.0,69.11,14.0
2181,1489402800.0,8.88,12.0
2182,1489417200.0,58.71,16.0
2183,1489395600.0,11.99,10.0
2184,1489388400.0,0.01,8.0
2185,1489496400.0,80.92,14.0
2186,1489489200.0,20.35,12.0
2187,1489503600.0,13.77,16.0
2188,1489482000.0,16.98,10.0
2189,1489474800.0,12.97,8.0
2190,1489582800.0,61.68,14.0
2191,1489575600.0,5.03,12.0
2192,1489590000.0,33.62,16.0
2193,1489568400.0,1.48,10.0
2194,1489561200.0,0.26,8.0
2195,1489669200.0,60.78,14.0
2196,1489662000.0,26.77,12.0
2197,1489676400.0,4.4,16.0
2198,1489654800.0,22.25,10.0
2199,1489647600.0,1.47,8.0
2200,1489755600.0,68.3,14.0
2201,1489748400.0,42.51,12.0
2202,1489762800.0,1.27,16.0
2203,1489741200.0,0.14,10.0
2204,1489734000.0,2.16,8.0
2205,1489842000.0,57.77,14.0
2206,1489834800.0,11.19,12.0
2207,1489849200.0,9.25,16.0
2208,1489827600.0,0.21,10.0
2209,1489820400.0,0.39,8.0
2210,1489932000.0,0.35,14.0
2211,1489924800.0,36.44,12.0
2212,1489939200.0,53.9,16.0
2213,1489917600.0,8.49,10.0
2214,1489910400.0,10.82,8.0
2215,1490018400.0,17.83,14.0
2216,1490011200.0,48.49,12.0
2217,1490025600.0,33.77,16.0
2218,1490004000.0,3.57,10.0
2219,1489996800.0,1.3,8.0
2220,1490104800.0,47.24,14.0
2221,1490097600.0,40.01,12.0
2222,1490112000.0,10.44,16.0
2223,1490090400.0,2.73,10.0
2224,1490083200.0,0.39,8.0
2225,1490191200.0,104.78,14.0
2226,1490184000.0,2.77,12.0
2227,1490198400.0,1.06,16.0
2228,1490176800.0,0.48,10.0
2229,1490169600.0,0.28,8.0
2230,1490277600.0,50.55,14.0
2231,1490270400.0,52.4,12.0
2232,1490284800.0,0.95,16.0
2233,1490263200.0,0.04,10.0
2234,1490256000.0,0.15,8.0
2235,1490364000.0,12.64,14.0
2236,1490356800.0,41.59,12.0
2237,1490371200.0,31.98,16.0
2238,1490349600.0,42.97,10.0
2239,1490342400.0,22.76,8.0
2240,1490450400.0,108.49,14.0
2241,1490443200.0,42.71,12.0
2242,1490457600.0,1.19,16.0
2243,1490436000.0,0.0,10.0
2244,1490428800.0,0.01,8.0
2245,1490536800.0,2.09,14.0
2246,1490529600.0,45.63,12.0
2247,1490544000.0,60.65,16.0
2248,1490522400.0,40.73,10.0
2249,1490515200.0,2.37,8.0
2250,1490623200.0,66.58,14.0
2251,1490616000.0,3.96,12.0
2252,1490630400.0,2.43,16.0
2253,1490608800.0,0.26,10.0
2254,1490601600.0,0.0,8.0
2255,1490709600.0,10.43,14.0
2256,1490702400.0,42.29,12.0
2257,1490716800.0,15.16,16.0
2258,1490695200.0,1.56,10.0
2259,1490688000.0,5.7,8.0
2260,1490796000.0,29.0,14.0
2261,1490788800.0,7.82,12.0
2262,1490803200.0,45.78,16.0
2263,1490781600.0,21.54,10.0
2264,1490774400.0,4.85,8.0
2265,1490882400.0,140.13,14.0
2266,1490875200.0,3.28,12.0
2267,1490889600.0,0.33,16.0
2268,1490868000.0,0.56,10.0
2269,1490860800.0,1.2,8.0
2270,1490968800.0,72.17,14.0
2271,1490961600.0,4.57,12.0
2272,1490976000.0,2.5,16.0
2273,1490954400.0,0.5,10.0
2274,1490947200.0,0.59,8.0
2275,1491055200.0,6.83,14.0
2276,1491048000.0,93.66,12.0
2277,1491062400.0,42.44,16.0
2278,1491040800.0,27.12,10.0
2279,1491033600.0,3.37,8.0
2280,1491141600.0,115.9,14.0
2281,1491134400.0,72.89,12.0
2282,1491148800.0,27.68,16.0
2283,1491127200.0,33.2,10.0
2284,1491120000.0,7.11,8.0
2285,1491228000.0,52.96,14.0
2286,1491220800.0,136.6,12.0
2287,1491235200.0,8.15,16.0
2288,1491213600.0,0.01,10.0
2289,1491206400.0,0.0,8.0
2290,1491314400.0,52.2,14.0
2291,1491307200.0,124.8,12.0
2292,1491321600.0,17.38,16.0
2293,1491300000.0,11.23,10.0
2294,1491292800.0,8.75,8.0
2295,1491400800.0,46.8,14.0
2296,1491393600.0,53.04,12.0
2297,1491408000.0,25.23,16.0
2298,1491386400.0,77.25,10.0
2299,1491379200.0,13.09,8.0
2300,1491487200.0,68.21,14.0
2301,1491480000.0,37.54,12.0
2302,1491494400.0,46.85,16.0
2303,1491472800.0,5.84,10.0
2304,1491465600.0,22.23,8.0
2305,1491573600.0,0.16,14.0
2306,1491566400.0,19.08,12.0
2307,1491580800.0,246.24,16.0
2308,1491559200.0,75.36,10.0
2309,1491552000.0,9.6,8.0
2310,1491660000.0,109.32,14.0
2311,1491652800.0,36.95,12.0
2312,1491667200.0,36.33,16.0
2313,1491645600.0,73.65,10.0
2314,1491638400.0,25.38,8.0
2315,1491746400.0,39.34,14.0
2316,1491739200.0,72.71,12.0
2317,1491753600.0,30.13,16.0
2318,1491732000.0,0.37,10.0
2319,1491724800.0,0.07,8.0
2320,1491832800.0,169.98,14.0
2321,1491825600.0,18.98,12.0
2322,1491840000.0,15.96,16.0
2323,1491818400.0,1.0,10.0
2324,1491811200.0,0.11,8.0
2325,1491919200.0,163.67,14.0
2326,1491912000.0,40.6,12.0
2327,1491926400.0,30.11,16.0
2328,1491904800.0,2.4,10.0
2329,1491897600.0,0.38,8.0
2330,1492005600.0,183.81,14.0
2331,1491998400.0,8.58,12.0
2332,1492012800.0,5.79,16.0
2333,1491991200.0,0.07,10.0
2334,1491984000.0,0.01,8.0
2335,1492092000.0,130.51,14.0
2336,1492084800.0,121.07,12.0
2337,1492099200.0,2.41,16.0
2338,1492077600.0,10.46,10.0
2339,1492070400.0,5.94,8.0
2340,1492178400.0,118.19,14.0
2341,1492171200.0,135.9,12.0
2342,1492185600.0,2.92,16.0
2343,1492164000.0,19.94,10.0
2344,1492156800.0,8.82,8.0
2345,1492264800.0,136.1,14.0
2346,1492257600.0,36.5,12.0
2347,1492272000.0,178.74,16.0
2348,1492250400.0,5.64,10.0
2349,1492243200.0,0.93,8.0
2350,1492351200.0,170.67,14.0
2351,1492344000.0,86.26,12.0
2352,1492358400.0,2.12,16.0
2353,1492336800.0,2.95,10.0
2354,1492329600.0,0.87,8.0
2355,1492437600.0,125.36,14.0
2356,1492430400.0,7.31,12.0
2357,1492444800.0,22.12,16.0
2358,1492423200.0,8.1,10.0
2359,1492416000.0,12.73,8.0
2360,1492524000.0,96.28,14.0
2361,1492516800.0,54.24,12.0
2362,1492531200.0,63.1,16.0
2363,1492509600.0,2.45,10.0
2364,1492502400.0,4.86,8.0
2365,1492610400.0,114.78,14.0
2366,1492603200.0,86.43,12.0
2367,1492617600.0,5.72,16.0
2368,1492596000.0,0.92,10.0
2369,1492588800.0,2.13,8.0
2370,1492696800.0,42.56,14.0
2371,1492689600.0,212.46,12.0
2372,1492704000.0,46.89,16.0
2373,1492682400.0,12.44,10.0
2374,1492675200.0,36.45,8.0
2375,1492783200.0,183.65,14.0
2376,1492776000.0,4.97,12.0
2377,1492790400.0,65.22,16.0
2378,1492768800.0,1.18,10.0
2379,1492761600.0,1.34,8.0
2380,1492869600.0,99.54,14.0
2381,1492862400.0,83.31,12.0
2382,1492876800.0,27.58,16.0
2383,1492855200.0,41.85,10.0
2384,1492848000.0,3.4,8.0
2385,1492952400.0,46.99,14.0
2386,1492945200.0,4.4,12.0
2387,1492959600.0,7.62,16.0
2388,1492938000.0,98.54,10.0
2389,1492930800.0,59.69,8.0
2390,1493038800.0,33.86,14.0
2391,1493031600.0,19.08,12.0
2392,1493046000.0,142.69,16.0
2393,1493024400.0,24.99,10.0
2394,1493017200.0,3.14,8.0
2395,1493125200.0,113.52,14.0
2396,1493118000.0,78.56,12.0
2397,1493132400.0,12.08,16.0
2398,1493110800.0,3.61,10.0
2399,1493103600.0,1.73,8.0
2400,1493211600.0,32.08,14.0
2401,1493204400.0,85.77,12.0
2402,1493218800.0,7.52,16.0
2403,1493197200.0,185.7,10.0
2404,1493190000.0,5.15,8.0
2405,1493298000.0,166.68,14.0
2406,1493290800.0,6.13,12.0
2407,1493305200.0,0.23,16.0
2408,1493283600.0,0.56,10.0
2409,1493276400.0,0.12,8.0
2410,1493384400.0,240.0,14.0
2411,1493377200.0,36.88,12.0
2412,1493391600.0,7.6,16.0
2413,1493370000.0,0.51,10.0
2414,1493362800.0,9.41,8.0
2415,1493470800.0,239.82,14.0
2416,1493463600.0,15.44,12.0
2417,1493478000.0,7.57,16.0
2418,1493456400.0,2.5,10.0
2419,1493449200.0,2.76,8.0
2420,1493557200.0,37.9,14.0
2421,1493550000.0,16.13,12.0
2422,1493564400.0,183.66,16.0
2423,1493542800.0,7.38,10.0
2424,1493535600.0,10.76,8.0
2425,1493643600.0,24.01,14.0
2426,1493636400.0,274.02,12.0
2427,1493650800.0,10.45,16.0
2428,1493629200.0,3.06,10.0
2429,1493622000.0,16.06,8.0
2430,1493730000.0,186.68,14.0
2431,1493722800.0,122.62,12.0
2432,1493737200.0,0.82,16.0
2433,1493715600.0,0.06,10.0
2434,1493708400.0,0.73,8.0
2435,1493816400.0,244.26,14.0
2436,1493809200.0,2.72,12.0
2437,1493823600.0,29.18,16.0
2438,1493802000.0,0.35,10.0
2439,1493794800.0,1.54,8.0
2440,1493902800.0,196.31,14.0
2441,1493895600.0,57.67,12.0
2442,1493910000.0,45.73,16.0
2443,1493888400.0,1.86,10.0
2444,1493881200.0,1.61,8.0
2445,1493989200.0,158.54,14.0
2446,1493982000.0,9.17,12.0
2447,1493996400.0,26.93,16.0
2448,1493974800.0,4.19,10.0
2449,1493967600.0,71.61,8.0
2450,1494075600.0,100.42,14.0
2451,1494068400.0,15.02,12.0
2452,1494082800.0,20.22,16.0
2453,1494061200.0,7.79,10.0
2454,1494054000.0,29.37,8.0
2455,1494162000.0,92.71,14.0
2456,1494154800.0,145.61,12.0
2457,1494169200.0,36.08,16.0
2458,1494147600.0,5.17,10.0
2459,1494140400.0,15.44,8.0
2460,1494248400.0,81.94,14.0
2461,1494241200.0,86.88,12.0
2462,1494255600.0,121.3,16.0
2463,1494234000.0,7.42,10.0
2464,1494226800.0,1.81,8.0
2465,1494334800.0,103.04,14.0
2466,1494327600.0,63.6,12.0
2467,1494342000.0,36.78,16.0
2468,1494320400.0,38.51,10.0
2469,1494313200.0,17.1,8.0
2470,1494421200.0,106.54,14.0
2471,1494414000.0,18.95,12.0
2472,1494428400.0,9.27,16.0
2473,1494406800.0,12.32,10.0
2474,1494399600.0,2.05,8.0
2475,1494507600.0,23.82,14.0
2476,1494500400.0,22.24,12.0
2477,1494514800.0,58.52,16.0
2478,1494493200.0,21.42,10.0
2479,1494486000.0,3.08,8.0
2480,1494594000.0,48.73,14.0
2481,1494586800.0,140.75,12.0
2482,1494601200.0,24.65,16.0
2483,1494579600.0,41.49,10.0
2484,1494572400.0,26.29,8.0
2485,1494680400.0,43.68,14.0
2486,1494673200.0,133.33,12.0
2487,1494687600.0,26.52,16.0
2488,1494666000.0,1.58,10.0
2489,1494658800.0,6.28,8.0
2490,1494766800.0,174.98,14.0
2491,1494759600.0,92.03,12.0
2492,1494774000.0,55.05,16.0
2493,1494752400.0,27.92,10.0
2494,1494745200.0,2.02,8.0
2495,1494853200.0,166.01,14.0
2496,1494846000.0,41.79,12.0
2497,1494860400.0,65.62,16.0
2498,1494838800.0,2.53,10.0
2499,1494831600.0,0.77,8.0
2500,1494939600.0,48.12,14.0
2501,1494932400.0,163.03,12.0
2502,1494946800.0,17.18,16.0
2503,1494925200.0,1.69,10.0
2504,1494918000.0,9.87,8.0
2505,1495026000.0,170.21,14.0
2506,1495018800.0,3.28,12.0
2507,1495033200.0,19.28,16.0
2508,1495011600.0,31.63,10.0
2509,1495004400.0,10.66,8.0
2510,1495112400.0,122.52,14.0
2511,1495105200.0,195.66,12.0
2512,1495119600.0,36.16,16.0
2513,1495098000.0,3.61,10.0
2514,1495090800.0,9.9,8.0
2515,1495198800.0,27.04,14.0
2516,1495191600.0,186.59,12.0
2517,1495206000.0,71.75,16.0
2518,1495184400.0,4.07,10.0
2519,1495177200.0,2.11,8.0
2520,1495285200.0,50.3,14.0
2521,1495278000.0,223.33,12.0
2522,1495292400.0,4.42,16.0
2523,1495270800.0,0.11,10.0
2524,1495263600.0,3.23,8.0
2525,1495371600.0,66.82,14.0
2526,1495364400.0,26.66,12.0
2527,1495378800.0,11.88,16.0
2528,1495357200.0,66.47,10.0
2529,1495350000.0,11.63,8.0
2530,1495458000.0,38.14,14.0
2531,1495450800.0,115.66,12.0
2532,1495465200.0,2.35,16.0
2533,1495443600.0,0.98,10.0
2534,1495436400.0,0.68,8.0
2535,1495544400.0,0.59,14.0
2536,1495537200.0,57.06,12.0
2537,1495551600.0,48.9,16.0
2538,1495530000.0,20.0,10.0
2539,1495522800.0,7.49,8.0
2540,1495630800.0,225.7,14.0
2541,1495623600.0,2.01,12.0
2542,1495638000.0,15.26,16.0
2543,1495616400.0,1.36,10.0
2544,1495609200.0,4.73,8.0
2545,1495717200.0,23.9,14.0
2546,1495710000.0,58.42,12.0
2547,1495724400.0,40.02,16.0
2548,1495702800.0,65.61,10.0
2549,1495695600.0,18.78,8.0
2550,1495803600.0,101.75,14.0
2551,1495796400.0,0.04,12.0
2552,1495810800.0,5.17,16.0
2553,1495789200.0,35.96,10.0
2554,1495782000.0,1.16,8.0
2555,1495890000.0,186.33,14.0
2556,1495882800.0,72.72,12.0
2557,1495897200.0,46.03,16.0
2558,1495875600.0,6.37,10.0
2559,1495868400.0,13.41,8.0
2560,1495976400.0,89.12,14.0
2561,1495969200.0,16.85,12.0
2562,1495983600.0,23.45,16.0
2563,1495962000.0,14.03,10.0
2564,1495954800.0,1.29,8.0
2565,1496062800.0,8.87,14.0
2566,1496055600.0,38.61,12.0
2567,1496070000.0,67.45,16.0
2568,1496048400.0,14.64,10.0
2569,1496041200.0,14.24,8.0
2570,1496149200.0,237.14,14.0
2571,1496142000.0,30.66,12.0
2572,1496156400.0,0.13,16.0
2573,1496134800.0,10.83,10.0
2574,1496127600.0,0.99,8.0
2575,1496235600.0,251.93,14.0
2576,1496228400.0,0.85,12.0
2577,1496242800.0,0.31,16.0
2578,1496221200.0,5.43,10.0
2579,1496214000.0,0.75,8.0
2580,1496322000.0,2.32,14.0
2581,1496314800.0,335.59,12.0
2582,1496329200.0,5.75,16.0
2583,1496307600.0,0.02,10.0
2584,1496300400.0,1.41,8.0
2585,1496408400.0,20.9,14.0
2586,1496401200.0,230.39,12.0
2587,1496415600.0,15.07,16.0
2588,1496394000.0,11.42,10.0
2589,1496386800.0,0.18,8.0
2590,1496494800.0,75.71,14.0
2591,1496487600.0,44.51,12.0
2592,1496502000.0,110.16,16.0
2593,1496480400.0,11.14,10.0
2594,1496473200.0,35.02,8.0
2595,1496581200.0,168.34,14.0
2596,1496574000.0,38.95,12.0
2597,1496588400.0,15.6,16.0
2598,1496566800.0,1.07,10.0
2599,1496559600.0,0.01,8.0
2600,1496667600.0,44.55,14.0
2601,1496660400.0,279.89,12.0
2602,1496674800.0,0.59,16.0
2603,1496653200.0,9.26,10.0
2604,1496646000.0,3.51,8.0
2605,1496754000.0,152.68,14.0
2606,1496746800.0,103.03,12.0
2607,1496761200.0,7.88,16.0
2608,1496739600.0,12.65,10.0
2609,1496732400.0,1.9,8.0
2610,1496840400.0,219.13,14.0
2611,1496833200.0,29.7,12.0
2612,1496847600.0,6.47,16.0
2613,1496826000.0,6.28,10.0
2614,1496818800.0,3.71,8.0
2615,1496926800.0,78.19,14.0
2616,1496919600.0,0.43,12.0
2617,1496934000.0,56.84,16.0
2618,1496912400.0,11.94,10.0
2619,1496905200.0,50.32,8.0
2620,1497013200.0,50.83,14.0
2621,1497006000.0,1.9,12.0
2622,1497020400.0,26.3,16.0
2623,1496998800.0,149.7,10.0
2624,1496991600.0,6.11,8.0
2625,1497099600.0,195.91,14.0
2626,1497092400.0,40.05,12.0
2627,1497106800.0,7.53,16.0
2628,1497085200.0,49.93,10.0
2629,1497078000.0,15.4,8.0
2630,1497186000.0,28.21,14.0
2631,1497178800.0,111.11,12.0
2632,1497193200.0,11.64,16.0
2633,1497171600.0,1.98,10.0
2634,1497164400.0,0.07,8.0
2635,1497272400.0,62.36,14.0
2636,1497265200.0,6.35,12.0
2637,1497279600.0,57.57,16.0
2638,1497258000.0,11.43,10.0
2639,1497250800.0,8.84,8.0
2640,1497358800.0,150.96,14.0
2641,1497351600.0,43.35,12.0
2642,1497366000.0,65.3,16.0
2643,1497344400.0,9.86,10.0
2644,1497337200.0,0.15,8.0
2645,1497445200.0,76.62,14.0
2646,1497438000.0,61.15,12.0
2647,1497452400.0,20.2,16.0
2648,1497430800.0,0.81,10.0
2649,1497423600.0,46.93,8.0
2650,1497531600.0,263.21,14.0
2651,1497524400.0,31.02,12.0
2652,1497538800.0,3.16,16.0
2653,1497517200.0,0.75,10.0
2654,1497510000.0,0.23,8.0
2655,1497618000.0,133.97,14.0
2656,1497610800.0,37.44,12.0
2657,1497625200.0,25.47,16.0
2658,1497603600.0,36.89,10.0
2659,1497596400.0,44.7,8.0
2660,1497704400.0,115.33,14.0
2661,1497697200.0,55.96,12.0
2662,1497711600.0,8.53,16.0
2663,1497690000.0,0.03,10.0
2664,1497682800.0,0.07,8.0
2665,1497790800.0,179.16,14.0
2666,1497783600.0,0.08,12.0
2667,1497798000.0,4.25,16.0
2668,1497776400.0,1.01,10.0
2669,1497769200.0,0.18,8.0
2670,1497877200.0,292.91,14.0
2671,1497870000.0,0.43,12.0
2672,1497884400.0,1.65,16.0
2673,1497862800.0,0.04,10.0
2674,1497855600.0,1.84,8.0
2675,1497963600.0,35.37,14.0
2676,1497956400.0,201.77,12.0
2677,1497970800.0,9.86,16.0
2678,1497949200.0,8.19,10.0
2679,1497942000.0,4.71,8.0
2680,1498050000.0,14.46,14.0
2681,1498042800.0,46.22,12.0
2682,1498057200.0,198.48,16.0
2683,1498035600.0,12.79,10.0
2684,1498028400.0,7.82,8.0
2685,1498136400.0,91.52,14.0
2686,1498129200.0,116.32,12.0
2687,1498143600.0,8.56,16.0
2688,1498122000.0,107.52,10.0
2689,1498114800.0,13.15,8.0
2690,1498222800.0,164.64,14.0
2691,1498215600.0,33.4,12.0
2692,1498230000.0,31.28,16.0
2693,1498208400.0,16.03,10.0
2694,1498201200.0,19.74,8.0
2695,1498309200.0,121.49,14.0
2696,1498302000.0,84.9,12.0
2697,1498316400.0,38.37,16.0
2698,1498294800.0,8.94,10.0
2699,1498287600.0,1.14,8.0
2700,1498395600.0,239.32,14.0
2701,1498388400.0,17.52,12.0
2702,1498402800.0,66.56,16.0
2703,1498381200.0,22.53,10.0
2704,1498374000.0,9.09,8.0
2705,1498482000.0,124.37,14.0
2706,1498474800.0,65.69,12.0
2707,1498489200.0,81.03,16.0
2708,1498467600.0,4.49,10.0
2709,1498460400.0,6.57,8.0
2710,1498568400.0,84.38,14.0
2711,1498561200.0,59.33,12.0
2712,1498575600.0,0.58,16.0
2713,1498554000.0,49.4,10.0
2714,1498546800.0,34.36,8.0
2715,1498654800.0,35.17,14.0
2716,1498647600.0,138.06,12.0
2717,1498662000.0,3.75,16.0
2718,1498640400.0,5.44,10.0
2719,1498633200.0,19.68,8.0
2720,1498741200.0,54.44,14.0
2721,1498734000.0,3.76,12.0
2722,1498748400.0,78.19,16.0
2723,1498726800.0,16.65,10.0
2724,1498719600.0,26.76,8.0
2725,1498827600.0,88.55,14.0
2726,1498820400.0,34.73,12.0
2727,1498834800.0,1.82,16.0
2728,1498813200.0,14.26,10.0
2729,1498806000.0,2.05,8.0
2730,1498914000.0,46.32,14.0
2731,1498906800.0,10.66,12.0
2732,1498921200.0,170.38,16.0
2733,1498899600.0,1.07,10.0
2734,1498892400.0,6.01,8.0
2735,1499000400.0,0.47,14.0
2736,1498993200.0,188.5,12.0
2737,1499007600.0,7.57,16.0
2738,1498986000.0,4.62,10.0
2739,1498978800.0,26.7,8.0
2740,1499086800.0,31.51,14.0
2741,1499079600.0,73.14,12.0
2742,1499094000.0,103.36,16.0
2743,1499072400.0,3.48,10.0
2744,1499065200.0,9.6,8.0
2745,1499173200.0,127.66,14.0
2746,1499166000.0,137.23,12.0
2747,1499180400.0,68.88,16.0
2748,1499158800.0,3.94,10.0
2749,1499151600.0,0.92,8.0
2750,1499259600.0,104.35,14.0
2751,1499252400.0,39.12,12.0
2752,1499266800.0,17.43,16.0
2753,1499245200.0,6.88,10.0
2754,1499238000.0,0.2,8.0
2755,1499346000.0,1.44,14.0
2756,1499338800.0,217.27,12.0
2757,1499353200.0,31.71,16.0
2758,1499331600.0,3.5,10.0
2759,1499324400.0,1.11,8.0
2760,1499432400.0,166.77,14.0
2761,1499425200.0,33.47,12.0
2762,1499439600.0,8.58,16.0
