water req,month,Min Temp,Max Temp,Humidity,Wind,Sun,Rad,Rain,altitude,latitude,longitude,crop,soil,city
,june,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
140.72,,25.03,35.6604,54.04,354.08,5.87,18.3302,71.61,281.06,15.88,,,,
,June,,,,,,,,,,wheat,red sandy,kurnool,
65.679,,25.09,35.05,72.04,240.03,6.67,19.2598,121.03,7.01,13.11,,,,
,september,,,,,,,,,,80.27,rice,BLACK CLAY,chennai
0.06,,26.09,33.02,84.04,144.07,4.13,16.18,375.03,9.04,22.7798,,,,
,July,,,,,,,,,,88.36,potato,red loamy,kolkata
5.18995,,27.05,34.07,80.09,168.08,4.56,16.72,301.04,9.03,22.7,,,,
,june,,,,,,,,,,88.36,rice,BLACK CLAY,kolkata
10.91,,26.04,32.02,77.08,288.05,5.06,17.3,560.04,14.05,19.1,,,,
,june,,,,,,,,,,72.82,rice,BLACK CLAY,mumbai
0.06,,25.06,31.07,81.03,168.02,5.0,16.3102,320.08,14.09,19.16,,,,
,september,,,,,,,,,,72.82,rice,BLACK CLAY,mumbai
85.73,,23.04,34.08,67.0,192.09,8.07,19.8,80.08,431.07,26.95,,,,
,september,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
411.37,,26.05,39.03,42.03,192.06,8.09,21.97,30.04,216.05,28.72,,,,
,may,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
155.78,,28.07,39.03,54.05,216.02,7.04,20.6103,80.06,216.08,28.7,,,,
,june,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
85.78,,23.01,34.07,67.08,192.04,8.09,19.72,80.01,431.06,26.96,,,,
,september,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
187.55,,27.03,39.04,46.07,312.04,7.04,20.6103,51.01,431.05,26.92,,,,
,June,,,,,,,,,,wheat,red sandy,jaipur,
0.01,,25.01,30.08,83.04,336.03,2.04,12.88,640.06,14.1,19.12,,,,
,July,,,,,,,,,,wheat,red sandy,mumbai,
178.15,,26.01,36.1,70.02,264.09,9.78,24.51,10.05,7.08,13.17,,,,
,April,,,,,,,,,,80.27,potato,red loamy,chennai
84.48,,25.09,36.05,70.09,192.01,9.26,23.4002,51.03,9.07,22.7798,,,,
,April,,,,,,,,,,wheat,red sandy,kolkata,
65.679,,25.05,35.0,72.08,240.06,6.6099,19.3,121.07,7.08,13.17,,,,
,september,,,,,,,,,,80.27,rice,BLACK CLAY,chennai
123.23,,23.55,32.1205,63.1,302.01,4.99,16.9797,98.7,281.09,15.84,,,,
,august,,,,,,,,,,78.06,rice,BLACK CLAY,kurnool
17.9597,,24.01,33.03,81.05,240.06,5.03,16.9,227.01,431.09,26.93,,,,
,august,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
155.7099998,,28.1,39.04,54.02,216.02,7.01,20.62,80.08,216.04,28.79,,,,
,june,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
0.07,,26.07,33.05,84.01,144.06,4.13,16.17,375.05,9.1,22.7798,,,,
,july,,,,,,,,,,88.36,rice,BLACK CLAY,kolkata
47.82,,25.02,34.04,73.07,264.04,5.02,17.51,213.08,431.01,27.0,,,,
,july,,,,,,,,,,75.78,rice ,BLACK CLAY,jaipur
46.8095,,16.07,32.01,35.02,192.08,8.03,19.3,5.03,431.07,27.01,,,,
,March,,,,,,,,,,wheat,red sandy,jaipur,
85.72,,23.06,34.08,67.03,192.02,8.07,19.79,80.08,431.06,26.96,,,,
,september,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
108.95,,21.07,36.09,41.05,168.07,10.04,23.8102,40.08,216.01,28.7,,,,
,April,,,,,,,,,,wheat,red sandy,delhi,
93.03,,22.57,37.52,30.07,121.03,9.7099,23.54,1.89001,281.01,15.81,,,,
,March,,,,,,,,,,78.06,potato,red loamy,kurnool
135.4,,23.8,32.53,64.03,363.05,4.4701,16.25,96.07,281.08,15.89,,,,
,july,,,,,,,,,,78.06,rice,BLACK CLAY,kurnool
10.8,,26.05,34.08,77.05,144.02,4.05,15.32,200.04,216.04,28.73,,,,
,august,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
146.17,,24.09,33.04,28.03,192.05,10.04,24.79,10.02,14.06,19.15,,,,
,April,,,,,,,,,,wheat,red sandy,mumbai,
0.08,,26.02,33.05,84.05,144.06,4.18,15.75,339.09,9.03,22.74,,,,
,august,,,,,,,,,,88.36,rice,BLACK CLAY,kolkata
84.440001,,25.1,36.06,70.1,192.05,9.2398,23.38,51.0,9.05,22.7798,,,,
,April,,,,,,,,,,wheat,red sandy,kolkata,
224.25,,27.02,39.09,46.07,312.06,7.03,20.6,51.04,431.05,26.96,,,,
,june,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
247.57,,27.23,40.01,37.0,225.06,8.31,22.29,44.08,281.02,15.8701,,,,
,May,,,,,,,,,,wheat,red sandy,kurnool,
181.390001,,22.08,37.1,26.07,240.06,9.08,22.66,4.05,431.01,26.94,,,,
,April,,,,,,,,,,wheat,red sandy,jaipur,
0.09,,26.07,33.03,84.0,144.05,4.1099,16.17,375.08,9.0,22.7,,,,
,july,,,,,,,,,,88.36,rice,BLACK CLAY,kolkata
0.1,,27.01,35.09,73.09,168.04,5.09,17.6,170.03,216.08,28.77,,,,
,July,,,,,,,,,,wheat,red sandy,delhi,
0.03,,25.04,30.1,83.09,336.01,2.09,12.9,640.02,14.03,19.1,,,,
,july,,,,,,,,,,72.82,rice,BLACK CLAY,mumbai
10.9,,26.06,34.01,77.1,144.05,4.02,15.38,200.02,216.0,28.7598,,,,
,august,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
187.56,,27.07,39.06,46.09,312.04,7.05,20.68,51.09,431.06,26.97,,,,
,June,,,,,,,,,,wheat,red sandy,jaipur,
5.17,,27.07,34.1,80.08,168.0,4.5,16.8,301.06,9.01,22.7598,,,,
,june,,,,,,,,,,88.36,rice,BLACK CLAY,kolkata
117.95,,28.09,39.06,54.02,216.05,7.01,20.62,80.02,216.09,28.75,,,,
,June,,,,,,,,,,wheat,red sandy,delhi,
201.7099998,,27.0,33.01,69.06,240.05,10.03,25.09,10.04,14.03,19.1,,,,
,May,,,,,,,,,,72.82,potato,red loamy,mumbai
58.11,,23.3102,31.9198,65.01,207.1,5.52,17.34,116.09,281.01,15.8,,,,
,september,,,,,,,,,,78.06,rice,BLACK CLAY,kurnool
0.0,,27.04,35.04,73.08,168.08,5.05,17.57,170.04,216.09,28.7598,,,,
,July,,,,,,,,,,77.01,potato,red loamy,delhi
425.56,,27.21,40.05,37.07,225.04,8.39,22.23,44.44,281.02,15.89,,,,
,may,,,,,,,,,,78.06,rice,BLACK CLAY,kurnool
185.79,,26.09,39.3494,34.09,138.01,9.28,23.6103,10.04,281.01,15.83,,,,
,April,,,,,,,,,,78.06,potato,red loamy,kurnool
51.1604,,24.04,34.1,70.04,216.07,9.52,23.51,2.01,7.06,13.08,,,,
,March,,,,,,,,,,wheat,red sandy,chennai,
53.6604,,22.54,37.56,30.08,121.07,9.7299,23.56,1.8,281.05,15.83,,,,
,March,,,,,,,,,,wheat,red sandy,kurnool,
0.08,,25.05,34.03,73.08,264.02,5.1,17.53,213.04,431.06,26.92,,,,
,July,,,,,,,,,,wheat,red sandy,jaipur,
185.7399998,,26.02,39.3494,34.03,138.06,9.29,23.68,10.04,281.07,15.8501,,,,
,April,,,,,,,,,,78.06,potato,red loamy,kurnool
167.6,,25.04,35.65,54.08,354.02,5.89,18.35,71.61,281.06,15.83,,,,
,June,,,,,,,,,,78.06,potato,red loamy,kurnool
140.7099998,,25.02,35.67,54.04,354.05,5.84,18.37,71.6,281.07,15.88,,,,
,June,,,,,,,,,,wheat,red sandy,kurnool,
10.91,,26.09,32.02,77.06,288.09,5.05,17.3102,560.05,14.01,19.11,,,,
,june,,,,,,,,,,72.82,rice,BLACK CLAY,mumbai
0.03,,25.05,30.02,83.07,336.09,2.01,12.8601,640.05,14.06,19.1,,,,
,July,,,,,,,,,,72.82,potato,red loamy,mumbai
83.940001,,16.06,32.09,35.1,192.08,8.04,19.22,5.02,431.05,26.96,,,,
,March,,,,,,,,,,75.78,potato,red loamy,jaipur
246.47,,27.27,40.09,37.1,225.06,8.34,22.22,44.41,281.07,15.84,,,,
,May,,,,,,,,,,78.06,potato,red loamy,kurnool
479.4899995,,26.07,41.04,27.01,288.09,9.0,23.41,18.08,431.05,26.91,,,,
,may,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
16.74,,22.08,34.04,63.01,120.01,8.44,20.54,28.06,9.01,22.71,,,,
,March,,,,,,,,,,wheat,red sandy,kolkata,
123.25,,23.6,32.1604,63.09,302.03,4.92,16.97,98.7,281.07,15.84,,,,
,august,,,,,,,,,,78.06,rice,BLACK CLAY,kurnool
108.990001,,21.05,36.04,41.05,168.08,10.05,23.84,40.01,216.08,28.72,,,,
,April,,,,,,,,,,wheat,red sandy,delhi,
65.669,,25.07,35.08,72.02,240.08,6.6599,19.2,121.09,7.07,13.12,,,,
,september,,,,,,,,,,80.27,rice,BLACK CLAY,chennai
149.59,,26.01,39.3095,34.09,138.05,9.28,23.64,10.06,281.06,15.89,,,,
,April,,,,,,,,,,wheat,red sandy,kurnool,
93.09,,22.57,37.52,30.07,121.06,9.7,23.59,1.89001,281.01,15.8501,,,,
,March,,,,,,,,,,78.06,potato,red loamy,kurnool
135.420002,,23.8302,32.57,64.01,363.05,4.41,16.24,96.06,281.0,15.8601,,,,
,july,,,,,,,,,,78.06,rice,BLACK CLAY,kurnool
0.06,,25.03,30.09,83.01,288.04,3.08,14.17,520.04,14.05,19.0802,,,,
,august,,,,,,,,,,72.82,rice,BLACK CLAY,mumbai
142.920002,,21.01,36.06,41.02,168.04,10.02,23.84,40.09,216.02,28.71,,,,
,April,,,,,,,,,,77.01,potato,red loamy,delhi
184.2399998,,24.05,33.01,28.04,192.03,10.03,24.71,10.04,14.04,19.11,,,,
,April,,,,,,,,,,72.82,potato,red loamy,mumbai
51.11,,24.03,34.0,70.09,216.07,9.53,23.58,2.07,7.02,13.11,,,,
,March,,,,,,,,,,wheat,red sandy,chennai,
176.55,,27.09,38.07,61.01,312.07,6.8599,19.62,56.08,7.07,13.17,,,,
,june,,,,,,,,,,80.27,rice ,BLACK CLAY,chennai
0.18,,25.03,34.07,73.1,264.01,5.08,17.58,213.02,431.03,26.92,,,,
,July,,,,,,,,,,75.78,potato,red loamy,jaipur
54.67,,15.05,29.01,57.07,168.08,11.03,22.9797,20.1,216.01,28.73,,,,
,March,,,,,,,,,,77.01,potato,red loamy,delhi
0.07,,25.07,31.06,81.06,168.01,5.1,16.37,320.03,14.01,19.07,,,,
,september,,,,,,,,,,72.82,rice,BLACK CLAY,mumbai
123.29,,23.54,32.1205,63.1,302.0,4.96,16.9797,98.75,281.06,15.84,,,,
,august,,,,,,,,,,78.06,rice,BLACK CLAY,kurnool
221.7,,22.01,37.07,26.05,240.09,9.07,22.6303,4.04,431.05,27.01,,,,
,April,,,,,,,,,,75.78,potato,red loamy,jaipur
47.78,,27.05,35.05,73.09,168.08,5.06,17.58,170.05,216.01,28.79,,,,
,july,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
31.88,,25.04,34.0,72.01,120.05,6.08,16.7598,110.04,216.08,28.74,,,,
,september,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
155.76,,28.04,39.05,54.0,216.08,7.05,20.64,80.05,216.09,28.74,,,,
,june,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
325.62,,26.07,41.07,27.07,288.03,9.06,23.4198,18.02,431.09,26.95,,,,
,May,,,,,,,,,,75.78,potato,red loamy,jaipur
5.14995,,27.01,34.07,80.06,168.04,4.58,16.7798,301.1,9.09,22.71,,,,
,june,,,,,,,,,,88.36,rice,BLACK CLAY,kolkata
236.69,,27.04,39.07,63.07,312.02,9.09,23.21,32.03,7.08,13.14,,,,
,May,,,,,,,,,,wheat,red sandy,chennai,
416.58,,27.03,39.05,63.02,312.02,9.01,23.27,32.02,7.02,13.18,,,,
,may,,,,,,,,,,80.27,rice,BLACK CLAY,chennai
406.18,,27.07,33.02,69.03,240.0,10.03,25.04,10.0,14.0,19.1,,,,
,may,,,,,,,,,,72.82,rice,BLACK CLAY,mumbai
0.07,,26.05,33.04,84.01,144.05,4.14,16.2003,375.0,9.03,22.79,,,,
,July,,,,,,,,,,wheat,red sandy,kolkata,
235.17,,27.01,39.02,63.05,312.03,9.04,23.22,32.02,7.05,13.16,,,,
,May,,,,,,,,,,80.27,potato,red loamy,chennai
0.02,,25.05,30.01,83.02,336.06,2.1,12.83,640.08,14.07,19.09,,,,
,July,,,,,,,,,,wheat,red sandy,mumbai,
51.11,,24.06,34.08,70.06,216.05,9.55,23.54,2.08,7.0,13.1,,,,
,March,,,,,,,,,,wheat,red sandy,chennai,
53.6604,,22.51,37.54,30.09,121.1,9.79,23.58,1.84,281.08,15.9,,,,
,March,,,,,,,,,,wheat,red sandy,kurnool,
221.1,,26.07,39.05,42.09,192.02,8.02,21.91,30.01,216.01,28.7798,,,,
,May,,,,,,,,,,77.01,potato,red loamy,delhi
176.57,,27.03,38.08,61.08,312.05,6.8599,19.67,56.06,7.05,13.08,,,,
,june,,,,,,,,,,80.27,rice ,BLACK CLAY,chennai
11.39,,26.05,32.09,77.1,288.07,5.02,17.3302,560.06,14.0,19.1,,,,
,June,,,,,,,,,,72.82,potato,red loamy,mumbai
142.93,,21.01,36.08,41.02,168.1,10.09,23.86,40.05,216.09,28.72,,,,
,April,,,,,,,,,,77.01,potato,red loamy,delhi
176.54,,27.02,38.08,61.01,312.01,6.85,19.66,56.02,7.09,13.09,,,,
,june,,,,,,,,,,80.27,rice ,BLACK CLAY,chennai
406.19,,27.06,33.09,69.06,240.03,10.02,25.05,10.09,14.08,19.16,,,,
,may,,,,,,,,,,72.82,rice,BLACK CLAY,mumbai
16.4597,,23.8102,32.58,64.04,363.01,4.48,16.24,96.01,281.06,15.84,,,,
,July,,,,,,,,,,78.06,potato,red loamy,kurnool
411.31,,26.01,39.08,42.03,192.05,8.08,21.9198,30.08,216.02,28.73,,,,
,may,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
0.01,,23.8102,32.55,64.03,363.03,4.48,16.2598,96.0,281.09,15.8601,,,,
,July,,,,,,,,,,wheat,red sandy,kurnool,
141.54,,27.05,38.07,61.0,312.02,6.89995,19.68,56.01,7.05,13.11,,,,
,June,,,,,,,,,,wheat,red sandy,chennai,
54.6,,15.1,29.05,57.03,168.04,11.03,22.93,20.04,216.09,28.79,,,,
,March,,,,,,,,,,77.01,potato,red loamy,delhi
479.44,,26.04,41.09,27.08,288.01,9.09,23.45,18.07,431.04,26.97,,,,
,may,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
51.1604,,24.06,34.03,70.03,216.04,9.6,23.5,2.04,7.07,13.11,,,,
,March,,,,,,,,,,wheat,red sandy,chennai,
200.17,,27.05,33.03,69.09,240.08,10.05,25.04,10.09,14.1,19.16,,,,
,May,,,,,,,,,,wheat,red sandy,mumbai,
143.19,,26.04,36.01,70.05,264.01,9.7299,24.52,10.09,7.01,13.16,,,,
,April,,,,,,,,,,wheat,red sandy,chennai,
224.2699998,,27.04,39.1,46.09,312.06,7.09,20.66,51.04,431.07,26.94,,,,
,june,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
23.72,,15.09,29.08,57.01,168.03,11.03,22.91,20.05,216.06,28.73,,,,
,March,,,,,,,,,,wheat,red sandy,delhi,
10.9,,26.09,34.06,77.01,144.0,4.01,15.33,200.01,216.06,28.75,,,,
,august,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
176.54,,27.04,38.03,61.1,312.08,6.81,19.6502,56.08,7.09,13.12,,,,
,june,,,,,,,,,,80.27,rice ,BLACK CLAY,chennai
5.45,,27.04,34.05,80.02,168.02,4.54,16.74,301.01,9.05,22.75,,,,
,June,,,,,,,,,,wheat,red sandy,kolkata,
327.55,,26.09,41.05,27.07,288.02,9.08,23.47,18.06,431.09,27.01,,,,
,May,,,,,,,,,,wheat,red sandy,jaipur,
53.64,,22.53,37.57,30.04,121.07,9.79,23.55,1.84,281.04,15.84,,,,
,March,,,,,,,,,,wheat,red sandy,kurnool,
281.03,,26.02,36.05,73.08,192.07,8.42,22.66,126.07,9.03,22.8,,,,
,may,,,,,,,,,,88.36,rice,BLACK CLAY,kolkata
39.04,,21.04,32.08,62.05,168.1,9.04,22.05,10.1,14.07,19.16,,,,
,March,,,,,,,,,,wheat,red sandy,mumbai,
135.46,,23.82,32.58,64.09,363.02,4.5,16.25,96.01,281.06,15.8701,,,,
,july,,,,,,,,,,78.06,rice,BLACK CLAY,kurnool
406.18,,27.03,33.09,69.06,240.04,10.05,25.05,10.09,14.02,19.14,,,,
,may,,,,,,,,,,72.82,rice,BLACK CLAY,mumbai
0.02,,25.02,30.04,83.04,288.06,3.06,14.12,520.01,14.1,19.11,,,,
,august,,,,,,,,,,72.82,rice,BLACK CLAY,mumbai
47.7906,,22.03,34.08,63.03,120.09,8.5,20.57,28.03,9.09,22.7598,,,,
,March,,,,,,,,,,88.36,potato,red loamy,kolkata
149.59,,26.07,39.3095,34.01,138.04,9.26,23.68,10.02,281.05,15.8,,,,
,April,,,,,,,,,,wheat,red sandy,kurnool,
108.910001,,21.02,36.07,41.02,168.07,10.01,23.85,40.02,216.03,28.75,,,,
,April,,,,,,,,,,wheat,red sandy,delhi,
155.7399998,,28.06,39.0,54.01,216.09,7.01,20.6303,80.07,216.04,28.77,,,,
,june,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
181.3,,22.02,37.09,26.02,240.06,9.05,22.6303,4.09,431.02,26.91,,,,
,April,,,,,,,,,,wheat,red sandy,jaipur,
5.41,,27.05,34.0,80.03,168.01,4.57,16.74,301.03,9.08,22.73,,,,
,June,,,,,,,,,,wheat,red sandy,kolkata,
178.8,,25.05,35.64,54.09,354.08,5.87,18.32,71.699,281.09,15.89,,,,
,june,,,,,,,,,,78.06,rice,BLACK CLAY,kurnool
10.67,,26.0,32.07,77.06,288.01,5.06,17.36,560.01,14.1,19.16,,,,
,June,,,,,,,,,,wheat,red sandy,mumbai,
5.44,,27.06,34.03,80.06,168.07,4.51,16.79,301.05,9.04,22.72,,,,
,June,,,,,,,,,,wheat,red sandy,kolkata,
142.01,,28.09,39.09,54.07,216.05,7.03,20.66,80.05,216.01,28.73,,,,
,June,,,,,,,,,,77.01,potato,red loamy,delhi
221.19,,26.02,39.07,42.09,192.02,8.01,21.9797,30.07,216.05,28.72,,,,
,May,,,,,,,,,,77.01,potato,red loamy,delhi
176.51,,27.06,38.06,61.08,312.03,6.8,19.64,56.07,7.06,13.1,,,,
,june,,,,,,,,,,80.27,rice ,BLACK CLAY,chennai
155.72,,28.04,39.09,54.07,216.06,7.05,20.62,80.07,216.08,28.79,,,,
,june,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
10.6299,,26.08,32.0,77.0,288.01,5.05,17.3302,560.05,14.03,19.0802,,,,
,June,,,,,,,,,,wheat,red sandy,mumbai,
83.95,,16.09,32.09,35.05,192.06,8.0,19.24,5.01,431.1,26.95,,,,
,March,,,,,,,,,,75.78,potato,red loamy,jaipur
23.71,,15.03,29.06,57.06,168.07,11.04,22.91,20.06,216.09,28.7598,,,,
,March,,,,,,,,,,wheat,red sandy,delhi,
201.7699998,,27.05,33.02,69.07,240.06,10.02,25.03,10.01,14.04,19.14,,,,
,May,,,,,,,,,,72.82,potato,red loamy,mumbai
178.15,,26.05,36.08,70.01,264.05,9.77,24.59,10.09,7.03,13.17,,,,
,April,,,,,,,,,,80.27,potato,red loamy,chennai
327.6,,26.02,41.05,27.01,288.08,9.04,23.5,18.04,431.04,26.97,,,,
,May,,,,,,,,,,wheat,red sandy,jaipur,
0.01,,26.03,33.04,84.08,144.09,4.14995,16.14,375.03,9.07,22.77,,,,
,July,,,,,,,,,,wheat,red sandy,kolkata,
83.92,,16.03,32.03,35.01,192.03,8.02,19.22,5.07,431.0,26.92,,,,
,March,,,,,,,,,,75.78,potato,red loamy,jaipur
236.609,,27.02,39.0,63.07,312.07,9.1,23.22,32.01,7.01,13.18,,,,
,May,,,,,,,,,,wheat,red sandy,chennai,
17.93,,24.02,33.09,81.0,240.06,5.03,16.91,227.05,431.03,26.94,,,,
,august,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
187.53,,27.06,39.02,46.05,312.06,7.03,20.68,51.09,431.08,26.94,,,,
,June,,,,,,,,,,wheat,red sandy,jaipur,
89.119,,24.03,34.06,70.02,216.06,9.51,23.52,2.03,7.03,13.11,,,,
,March,,,,,,,,,,80.27,potato,red loamy,chennai
51.1,,24.02,34.09,70.04,216.02,9.58,23.59,2.07,7.01,13.1,,,,
,March,,,,,,,,,,wheat,red sandy,chennai,
416.56,,27.08,39.07,63.01,312.09,9.04,23.25,32.08,7.06,13.18,,,,
,may,,,,,,,,,,80.27,rice,BLACK CLAY,chennai
0.04,,26.05,33.09,84.08,120.1,5.05,16.09,305.06,9.01,22.77,,,,
,september,,,,,,,,,,88.36,rice,BLACK CLAY,kolkata
406.16,,27.09,33.04,69.03,240.0,10.05,25.02,10.04,14.09,19.1,,,,
,may,,,,,,,,,,72.82,rice,BLACK CLAY,mumbai
142.09,,28.08,39.04,54.09,216.07,7.01,20.64,80.01,216.05,28.71,,,,
,June,,,,,,,,,,77.01,potato,red loamy,delhi
135.41,,23.87,32.53,64.09,363.1,4.48,16.2598,96.01,281.1,15.84,,,,
,july,,,,,,,,,,78.06,rice,BLACK CLAY,kurnool
185.76,,26.05,39.33,34.05,138.02,9.2,23.66,10.07,281.01,15.89,,,,
,April,,,,,,,,,,78.06,potato,red loamy,kurnool
185.78,,26.1,39.3795,34.04,138.07,9.25,23.6303,10.07,281.02,15.8601,,,,
,April,,,,,,,,,,78.06,potato,red loamy,kurnool
47.71,,22.02,34.09,63.05,120.01,8.46,20.55,28.02,9.03,22.72,,,,
,March,,,,,,,,,,88.36,potato,red loamy,kolkata
221.14,,26.06,39.1,42.1,192.04,8.0,21.91,30.03,216.02,28.73,,,,
,May,,,,,,,,,,77.01,potato,red loamy,delhi
0.04,,26.04,36.04,64.06,288.06,6.08,18.4597,111.08,7.01,13.17,,,,
,July,,,,,,,,,,wheat,red sandy,chennai,
220.880002,,26.08,39.09,42.03,192.04,8.04,21.91,30.1,216.07,28.75,,,,
,May,,,,,,,,,,wheat,red sandy,delhi,
0.09,,23.85,32.57,64.04,363.03,4.42,16.27,96.08,281.04,15.88,,,,
,July,,,,,,,,,,wheat,red sandy,kurnool,
149.55,,26.08,39.4,34.01,138.03,9.2398,23.69,10.09,281.05,15.8701,,,,
,April,,,,,,,,,,wheat,red sandy,kurnool,
140.76,,25.05,35.64,54.01,354.09,5.8599,18.32,71.619,281.06,15.83,,,,
,June,,,,,,,,,,wheat,red sandy,kurnool,
327.58,,26.09,41.03,27.04,288.1,9.04,23.43,18.03,431.01,26.93,,,,
,May,,,,,,,,,,wheat,red sandy,jaipur,
47.8494,,25.0,34.06,73.0,264.08,5.09,17.58,213.04,431.03,26.96,,,,
,july,,,,,,,,,,75.78,rice ,BLACK CLAY,jaipur
83.97,,16.03,32.09,35.02,192.03,8.08,19.29,5.01,431.06,26.95,,,,
,March,,,,,,,,,,75.78,potato,red loamy,jaipur
140.7399998,,25.03,35.67,54.1,354.04,5.88,18.3302,71.63,281.05,15.88,,,,
,June,,,,,,,,,,wheat,red sandy,kurnool,
178.880002,,25.08,35.6905,54.02,354.04,5.88,18.35,71.619,281.04,15.81,,,,
,june,,,,,,,,,,78.06,rice,BLACK CLAY,kurnool
39.07,,21.03,32.03,62.06,168.06,9.05,22.02,10.08,14.08,19.13,,,,
,March,,,,,,,,,,wheat,red sandy,mumbai,
51.18,,24.07,34.06,70.06,216.07,9.6,23.52,2.08,7.05,13.09,,,,
,March,,,,,,,,,,wheat,red sandy,chennai,
221.15,,26.01,39.04,42.04,192.01,8.02,21.91,30.06,216.07,28.74,,,,
,May,,,,,,,,,,77.01,potato,red loamy,delhi
246.46,,27.2798,40.03,37.03,225.09,8.3,22.27,44.41,281.08,15.89,,,,
,May,,,,,,,,,,78.06,potato,red loamy,kurnool
108.910001,,21.07,36.05,41.04,168.08,10.02,23.86,40.06,216.05,28.77,,,,
,April,,,,,,,,,,wheat,red sandy,delhi,
10.89,,26.0,34.04,77.03,144.07,4.04,15.33,200.07,216.01,28.7798,,,,
,august,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
47.82,,25.02,34.07,73.06,264.03,5.02,17.57,213.07,431.04,26.99,,,,
,july,,,,,,,,,,75.78,rice ,BLACK CLAY,jaipur
236.65,,27.01,39.09,63.07,312.01,9.07,23.27,32.07,7.0,13.11,,,,
,May,,,,,,,,,,wheat,red sandy,chennai,
135.49,,23.8302,32.54,64.06,363.01,4.49,16.2598,96.02,281.1,15.83,,,,
,july,,,,,,,,,,78.06,rice,BLACK CLAY,kurnool
235.13,,27.03,39.03,63.03,312.03,9.04,23.27,32.05,7.0,13.16,,,,
,May,,,,,,,,,,80.27,potato,red loamy,chennai
116.14,,25.04,36.06,70.01,192.01,9.27,23.3302,51.09,9.0,22.73,,,,
,April,,,,,,,,,,88.36,potato,red loamy,kolkata
31.89,,25.0,34.03,72.05,120.08,6.0,16.7798,110.08,216.0,28.8,,,,
,september,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
0.04,,25.07,30.08,83.08,336.04,2.01,12.8501,640.03,14.04,19.1,,,,
,July,,,,,,,,,,wheat,red sandy,mumbai,
90.369,,25.09,35.02,70.02,264.01,6.26,18.9,154.09,7.01,13.14,,,,
,august,,,,,,,,,,80.27,rice,BLACK CLAY,chennai
0.05,,26.1,33.09,84.05,120.08,5.06,16.09,305.03,9.08,22.7,,,,
,september,,,,,,,,,,88.36,rice,BLACK CLAY,kolkata
200.1,,27.08,33.04,69.08,240.1,10.04,25.06,10.01,14.03,19.12,,,,
,May,,,,,,,,,,wheat,red sandy,mumbai,
221.73,,22.05,37.09,26.06,240.0,9.01,22.66,4.09,431.05,26.92,,,,
,April,,,,,,,,,,75.78,potato,red loamy,jaipur
5.14995,,27.06,34.09,80.06,168.07,4.52,16.74,301.02,9.01,22.7,,,,
,june,,,,,,,,,,88.36,rice,BLACK CLAY,kolkata
10.93,,26.04,32.02,77.04,288.05,5.02,17.36,560.05,14.09,19.0802,,,,
,june,,,,,,,,,,72.82,rice,BLACK CLAY,mumbai
0.06,,27.03,35.04,73.06,168.1,5.03,17.55,170.05,216.08,28.71,,,,
,July,,,,,,,,,,wheat,red sandy,delhi,
0.06,,25.01,34.03,73.03,264.05,5.03,17.59,213.09,431.0,27.0,,,,
,July,,,,,,,,,,wheat,red sandy,jaipur,
479.4899995,,26.04,41.04,27.07,288.05,9.07,23.49,18.04,431.03,26.92,,,,
,may,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
247.57,,27.25,40.08,37.02,225.02,8.38,22.2798,44.07,281.1,15.82,,,,
,May,,,,,,,,,,wheat,red sandy,kurnool,
96.679,,26.09,36.08,73.01,192.04,8.4501,22.62,126.09,9.01,22.8,,,,
,May,,,,,,,,,,wheat,red sandy,kolkata,
0.08,,27.01,35.1,73.1,168.06,5.02,17.55,170.02,216.01,28.72,,,,
,July,,,,,,,,,,wheat,red sandy,delhi,
224.2399998,,27.08,39.02,46.04,312.06,7.06,20.66,51.07,431.06,26.94,,,,
,june,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
0.01,,26.03,33.06,84.09,144.08,4.14995,15.79,339.04,9.04,22.75,,,,
,august,,,,,,,,,,88.36,rice,BLACK CLAY,kolkata
89.149,,24.08,34.0,70.01,216.09,9.51,23.55,2.02,7.1,13.16,,,,
