water_req,month,min_temp,max_temp,humidity,wind,sun,rad,rain,altitude,longitude,soil,city,temp_ratio,humidity_rad_ratio,season,crop,total_growing_period_avg,crop_water_need_min,crop_water_need_max,crop_water_need_avg
58.15,SEPTEMBER,23.39,31.91,65.04,207.07,5.56,17.3102,116.07,281.06,78.06,BLACK CLAY,KURNOOL,1.364258230012826,3.75732227241742,AUTUMN,RICE,120.0,,,
0.01,JULY,25.0,30.06,83.03,336.06,2.05,12.88,640.07,14.08,72.82,BLACK CLAY,MUMBAI,1.2024,6.446428571428571,SUMMER,RICE,120.0,,,
224.2099998,JUNE,27.08,39.0,46.01,312.03,7.09,20.67,51.02,431.04,75.78,BLACK CLAY,JAIPUR,1.4401772525849337,2.225931301402999,SUMMER,RICE,120.0,,,
142.04,JUNE,28.02,39.02,54.09,216.09,7.02,20.6103,80.07,216.05,77.01,RED LOAMY,DELHI,1.3925767309064956,2.6244159473661237,SUMMER,POTATO,125.0,,,
16.7,MARCH,22.09,34.1,63.01,120.0,8.44,20.51,28.07,9.07,78.74286746987951,RED SANDY,KOLKATA,1.5436849253055682,3.072159921989273,SPRING,WHEAT,135.0,450.0,650.0,550.0
23.7598,MARCH,15.04,29.03,57.08,168.09,11.05,22.97,20.06,216.09,78.74286746987951,RED SANDY,DELHI,1.930186170212766,2.4849804092294296,SPRING,WHEAT,135.0,450.0,650.0,550.0
0.02,JULY,25.06,30.1,83.05,336.06,2.0,12.89,640.0,14.09,72.82,RED LOAMY,MUMBAI,1.2011173184357542,6.442979053529868,SUMMER,POTATO,125.0,,,
96.69,MAY,26.09,36.0,73.07,192.07,8.44,22.6502,126.07,9.05,78.74286746987951,RED SANDY,KOLKATA,1.3798390187811422,3.2260200792928977,SPRING,WHEAT,135.0,450.0,650.0,550.0
117.97,JUNE,28.03,39.05,54.01,216.0,7.03,20.6103,80.07,216.09,78.74286746987951,RED SANDY,DELHI,1.3931501962183372,2.620534392997676,SUMMER,WHEAT,135.0,450.0,650.0,550.0
108.95,APRIL,21.09,36.06,41.05,168.1,10.03,23.8102,40.09,216.01,78.74286746987951,RED SANDY,DELHI,1.709815078236131,1.7240510369505506,SPRING,WHEAT,135.0,450.0,650.0,550.0
416.56,MAY,27.06,39.03,63.05,312.06,9.04,23.22,32.08,7.05,80.27,BLACK CLAY,CHENNAI,1.442350332594235,2.715331610680448,SPRING,RICE,120.0,,,
132.2,JULY,26.08,36.02,64.01,288.03,6.08,18.45,111.04,7.09,80.27,BLACK CLAY,CHENNAI,1.3811349693251536,3.469376693766938,SUMMER,RICE,120.0,,,
236.66,MAY,27.02,39.05,63.09,312.05,9.02,23.24,32.08,7.04,78.74286746987951,RED SANDY,CHENNAI,1.4452257586972612,2.714716006884682,SPRING,WHEAT,135.0,450.0,650.0,550.0
10.88,AUGUST,26.04,34.01,77.07,144.06,4.1,15.3601,200.09,216.01,77.01,BLACK CLAY,DELHI,1.3060675883256527,5.01754545868842,SUMMER,RICE,120.0,,,
181.37,APRIL,22.02,37.04,26.03,240.06,9.1,22.62,4.0,431.01,78.74286746987951,RED SANDY,JAIPUR,1.6821071752951862,1.1507515473032714,SPRING,WHEAT,135.0,450.0,650.0,550.0
53.68,MARCH,22.53,37.54,30.03,121.07,9.79,23.55,1.86,281.01,78.74286746987951,RED SANDY,KURNOOL,1.6662228140257431,1.2751592356687895,SPRING,WHEAT,135.0,450.0,650.0,550.0
246.450002,MAY,27.22,40.0,37.01,225.08,8.32,22.22,44.46,281.07,78.06,RED LOAMY,KURNOOL,1.4695077149155034,1.6656165616561656,SPRING,POTATO,125.0,,,
16.4,JULY,23.86,32.51,64.01,363.04,4.48,16.24,96.09,281.02,78.06,RED LOAMY,KURNOOL,1.362531433361274,3.941502463054188,SUMMER,POTATO,125.0,,,
146.18,APRIL,24.08,33.02,28.09,192.09,10.04,24.72,10.09,14.0,78.74286746987951,RED SANDY,MUMBAI,1.371262458471761,1.136326860841424,SPRING,WHEAT,135.0,450.0,650.0,550.0
143.21,APRIL,26.05,36.06,70.0,264.02,9.79,24.5,10.05,7.05,78.74286746987951,RED SANDY,CHENNAI,1.38426103646833,2.857142857142857,SPRING,WHEAT,135.0,450.0,650.0,550.0
142.94,APRIL,21.08,36.1,41.03,168.07,10.02,23.8102,40.08,216.02,77.01,RED LOAMY,DELHI,1.7125237191650855,1.7232110608058733,SPRING,POTATO,125.0,,,
187.54,JUNE,27.06,39.1,46.05,312.08,7.09,20.6103,51.07,431.04,78.74286746987951,RED SANDY,JAIPUR,1.4449371766444938,2.2343197333372147,SUMMER,WHEAT,135.0,450.0,650.0,550.0
93.06,MARCH,22.56,37.53,30.04,121.03,9.7398,23.56,1.81,281.05,78.06,RED LOAMY,KURNOOL,1.6635638297872342,1.2750424448217317,SPRING,POTATO,125.0,,,
0.03,JULY,25.02,30.06,83.0,336.02,2.03,12.8601,640.09,14.03,72.82,BLACK CLAY,MUMBAI,1.2014388489208634,6.45407111919814,SUMMER,RICE,120.0,,,
132.13,JULY,26.06,36.09,64.07,288.1,6.01,18.4398,111.01,7.09,80.27,BLACK CLAY,CHENNAI,1.3848810437452037,3.4745496155055906,SUMMER,RICE,120.0,,,
39.05,MARCH,21.0,32.08,62.04,168.03,9.07,22.06,10.0,14.07,78.74286746987951,RED SANDY,MUMBAI,1.5276190476190474,2.812330009066183,SPRING,WHEAT,135.0,450.0,650.0,550.0
176.6,JUNE,27.01,38.08,61.02,312.07,6.88,19.62,56.03,7.03,80.27,BLACK CLAY,CHENNAI,1.409848204368752,3.110091743119266,SUMMER,RICE,120.0,,,
0.03,JULY,25.01,30.05,83.02,336.03,2.01,12.8,640.07,14.02,72.82,BLACK CLAY,MUMBAI,1.201519392243103,6.4859375,SUMMER,RICE,120.0,,,
176.51,JUNE,27.1,38.04,61.06,312.01,6.87,19.66,56.08,7.09,80.27,BLACK CLAY,CHENNAI,1.4036900369003689,3.105798575788403,SUMMER,RICE,120.0,,,
181.31,APRIL,22.0,37.05,26.02,240.0,9.09,22.66,4.02,431.07,78.74286746987951,RED SANDY,JAIPUR,1.6840909090909089,1.148278905560459,SPRING,WHEAT,135.0,450.0,650.0,550.0
11.38,JUNE,26.08,32.01,77.04,288.07,5.06,17.37,560.04,14.0,72.82,RED LOAMY,MUMBAI,1.227377300613497,4.435233160621761,SUMMER,POTATO,125.0,,,
14.96,JULY,26.01,36.06,64.01,288.09,6.1,18.4198,111.08,7.08,80.27,RED LOAMY,CHENNAI,1.38638985005767,3.475064875840129,SUMMER,POTATO,125.0,,,
132.109,JULY,26.01,36.1,64.03,288.09,6.06,18.45,111.04,7.03,80.27,BLACK CLAY,CHENNAI,1.387927720107651,3.470460704607046,SUMMER,RICE,120.0,,,
89.119,MARCH,24.03,34.02,70.06,216.03,9.56,23.57,2.01,7.1,80.27,RED LOAMY,CHENNAI,1.4157303370786518,2.972422571064913,SPRING,POTATO,125.0,,,
201.75,MAY,27.07,33.0,69.02,240.1,10.05,25.06,10.06,14.07,72.82,RED LOAMY,MUMBAI,1.2190616919098634,2.7541899441340782,SPRING,POTATO,125.0,,,
108.93,APRIL,21.07,36.06,41.02,168.09,10.09,23.87,40.08,216.09,78.74286746987951,RED SANDY,DELHI,1.711438063597532,1.718475073313783,SPRING,WHEAT,135.0,450.0,650.0,550.0
16.72,MARCH,22.01,34.0,63.05,120.1,8.47,20.58,28.03,9.04,78.74286746987951,RED SANDY,KOLKATA,1.5447523852794185,3.063654033041788,SPRING,WHEAT,135.0,450.0,650.0,550.0
0.01,JULY,25.06,30.04,83.08,336.06,2.01,12.83,640.02,14.03,78.74286746987951,RED SANDY,MUMBAI,1.1987230646448523,6.475448168355417,SUMMER,WHEAT,135.0,450.0,650.0,550.0
221.109,MAY,26.06,39.05,42.0,192.01,8.03,21.9797,30.04,216.08,77.01,RED LOAMY,DELHI,1.498465080583269,1.9108541062889848,SPRING,POTATO,125.0,,,
14.99,JULY,26.05,36.05,64.07,288.07,6.07,18.4797,111.04,7.05,80.27,RED LOAMY,CHENNAI,1.3838771593090209,3.4670476252320106,SUMMER,POTATO,125.0,,,
181.320002,APRIL,22.02,37.08,26.04,240.03,9.07,22.7003,4.0,431.01,78.74286746987951,RED SANDY,JAIPUR,1.6839237057220708,1.1471214036818898,SPRING,WHEAT,135.0,450.0,650.0,550.0
53.6205,MARCH,22.57,37.6,30.08,121.07,9.7299,23.55,1.83,281.04,78.74286746987951,RED SANDY,KURNOOL,1.6659282233052726,1.2772823779193203,SPRING,WHEAT,135.0,450.0,650.0,550.0
216.46,JUNE,27.01,39.04,46.1,312.02,7.03,20.67,51.09,431.06,75.78,RED LOAMY,JAIPUR,1.4453905960755276,2.230285437832608,SUMMER,POTATO,125.0,,,
181.390001,APRIL,22.01,37.02,26.02,240.1,9.1,22.66,4.01,431.09,78.74286746987951,RED SANDY,JAIPUR,1.6819627442071785,1.148278905560459,SPRING,WHEAT,135.0,450.0,650.0,550.0
411.340003,MAY,26.01,39.02,42.06,192.01,8.1,21.95,30.0,216.1,77.01,BLACK CLAY,DELHI,1.5001922337562477,1.9161731207289296,SPRING,RICE,120.0,,,
83.92,MARCH,16.06,32.05,35.1,192.04,8.01,19.2798,5.03,431.06,75.78,RED LOAMY,JAIPUR,1.9956413449564132,1.8205583045467275,SPRING,POTATO,125.0,,,
0.11,JULY,25.07,34.09,73.0,264.04,5.03,17.5,213.06,431.03,75.78,RED LOAMY,JAIPUR,1.3597925807738334,4.171428571428572,SUMMER,POTATO,125.0,,,
31.8102,SEPTEMBER,25.06,34.1,72.1,120.02,6.0,16.77,110.01,216.08,77.01,BLACK CLAY,DELHI,1.36073423782921,4.299344066785927,AUTUMN,RICE,120.0,,,
247.52,MAY,27.24,40.0,37.07,225.0,8.3601,22.21,44.09,281.03,78.74286746987951,RED SANDY,KURNOOL,1.4684287812041117,1.669067987393066,SPRING,WHEAT,135.0,450.0,650.0,550.0
0.08,JULY,23.9002,32.53,64.06,363.07,4.42,16.27,96.02,281.03,78.74286746987951,RED SANDY,KURNOOL,1.3610764763474783,3.937307928703135,SUMMER,WHEAT,135.0,450.0,650.0,550.0
406.205,MAY,27.01,33.08,69.05,240.06,10.06,25.1,10.04,14.09,72.82,BLACK CLAY,MUMBAI,1.2247315808959642,2.7509960159362548,SPRING,RICE,120.0,,,
93.07,MARCH,22.52,37.57,30.0,121.06,9.7999,23.59,1.88001,281.06,78.06,RED LOAMY,KURNOOL,1.6682948490230909,1.271725307333616,SPRING,POTATO,125.0,,,
5.94,JUNE,27.08,34.05,80.02,168.01,4.6,16.7,301.04,9.05,88.36,RED LOAMY,KOLKATA,1.2573855243722305,4.791616766467066,SUMMER,POTATO,125.0,,,
47.71,JULY,27.06,35.0,73.04,168.05,5.07,17.56,170.02,216.01,77.01,BLACK CLAY,DELHI,1.2934220251293422,4.159453302961277,SUMMER,RICE,120.0,,,
0.04,JULY,26.05,33.08,84.07,144.04,4.13,16.18,375.05,9.06,88.36,RED LOAMY,KOLKATA,1.2698656429942417,5.195920889987638,SUMMER,POTATO,125.0,,,
155.7399998,JUNE,28.08,39.03,54.09,216.02,7.05,20.68,80.09,216.03,77.01,BLACK CLAY,DELHI,1.3899572649572651,2.615570599613153,SUMMER,RICE,120.0,,,
411.36,MAY,26.03,39.07,42.03,192.03,8.02,21.9797,30.1,216.05,77.01,BLACK CLAY,DELHI,1.5009604302727622,1.9122190020791912,SPRING,RICE,120.0,,,
224.29,JUNE,27.04,39.01,46.07,312.09,7.03,20.6502,51.06,431.01,75.78,BLACK CLAY,JAIPUR,1.4426775147928994,2.230971128608924,SUMMER,RICE,120.0,,,
47.8494,JULY,25.0,34.06,73.09,264.08,5.05,17.58,213.02,431.04,75.78,BLACK CLAY,JAIPUR,1.3624,4.157565415244597,SUMMER,RICE,120.0,,,
0.03,JULY,27.09,35.05,73.08,168.01,5.0,17.57,170.05,216.03,78.74286746987951,RED SANDY,DELHI,1.2938353636028053,4.159362549800797,SUMMER,WHEAT,135.0,450.0,650.0,550.0
246.49,MAY,27.22,40.03,37.08,225.02,8.3601,22.25,44.49,281.04,78.06,RED LOAMY,KURNOOL,1.47060984570169,1.666516853932584,SPRING,POTATO,125.0,,,
411.37,MAY,26.07,39.09,42.07,192.07,8.09,21.99,30.0,216.05,77.01,BLACK CLAY,DELHI,1.4994246260069046,1.913142337426103,SPRING,RICE,120.0,,,
185.7399998,APRIL,26.07,39.37,34.09,138.03,9.27,23.6502,10.01,281.04,78.06,RED LOAMY,KURNOOL,1.5101649405446873,1.4414254424909727,SPRING,POTATO,125.0,,,
5.18995,JUNE,27.01,34.09,80.03,168.07,4.59,16.7798,301.07,9.08,88.36,BLACK CLAY,KOLKATA,1.2621251388374677,4.769425142135186,SUMMER,RICE,120.0,,,
0.06,JULY,25.08,30.08,83.06,336.0,2.01,12.83,640.02,14.01,72.82,BLACK CLAY,MUMBAI,1.1993620414673047,6.473889321901793,SUMMER,RICE,120.0,,,
416.56,MAY,27.03,39.08,63.1,312.0,9.03,23.22,32.03,7.06,80.27,BLACK CLAY,CHENNAI,1.4458009618941916,2.7174849267872525,SPRING,RICE,120.0,,,
0.06,JULY,27.0,35.01,73.05,168.07,5.09,17.58,170.02,216.03,77.01,RED LOAMY,DELHI,1.2966666666666666,4.155290102389079,SUMMER,POTATO,125.0,,,
146.16,APRIL,24.1,33.01,28.1,192.09,10.05,24.79,10.0,14.06,78.74286746987951,RED SANDY,MUMBAI,1.3697095435684643,1.1335215812827757,SPRING,WHEAT,135.0,450.0,650.0,550.0
0.09,JULY,27.05,35.0,73.04,168.08,5.05,17.5,170.01,216.03,78.74286746987951,RED SANDY,DELHI,1.2939001848428835,4.173714285714286,SUMMER,WHEAT,135.0,450.0,650.0,550.0
201.79,MAY,27.07,33.05,69.02,240.01,10.02,25.03,10.03,14.03,72.82,RED LOAMY,MUMBAI,1.2209087550794235,2.757491010787055,SPRING,POTATO,125.0,,,
23.79,MARCH,15.08,29.03,57.02,168.07,11.04,22.99,20.04,216.08,78.74286746987951,RED SANDY,DELHI,1.9250663129973475,2.480208786428882,SPRING,WHEAT,135.0,450.0,650.0,550.0
5.99,JUNE,27.05,34.09,80.06,168.02,4.52,16.71,301.02,9.09,88.36,RED LOAMY,KOLKATA,1.260258780036969,4.79114302812687,SUMMER,POTATO,125.0,,,
149.5,APRIL,26.04,39.3396,34.09,138.05,9.26,23.66,10.09,281.07,78.74286746987951,RED SANDY,KURNOOL,1.51073732718894,1.440828402366864,SPRING,WHEAT,135.0,450.0,650.0,550.0
5.95,JUNE,27.03,34.06,80.08,168.03,4.55,16.72,301.07,9.07,88.36,RED LOAMY,KOLKATA,1.2600813910469848,4.789473684210527,SUMMER,POTATO,125.0,,,
5.44,JUNE,27.02,34.08,80.05,168.04,4.51,16.71,301.07,9.08,78.74286746987951,RED SANDY,KOLKATA,1.2612879348630643,4.790544584081388,SUMMER,WHEAT,135.0,450.0,650.0,550.0
0.03,SEPTEMBER,26.02,33.0,84.07,120.06,5.08,16.09,305.07,9.05,88.36,BLACK CLAY,KOLKATA,1.2682551883166795,5.224984462399005,AUTUMN,RICE,120.0,,,
0.01,JULY,26.05,33.1,84.06,144.08,4.1,16.12,375.02,9.08,88.36,RED LOAMY,KOLKATA,1.2706333973128598,5.214640198511166,SUMMER,POTATO,125.0,,,
97.81,MAY,26.06,36.06,73.06,192.02,8.42,22.6303,126.02,9.05,88.36,RED LOAMY,KOLKATA,1.3837298541826557,3.228415001126808,SPRING,POTATO,125.0,,,
46.8795,MARCH,16.01,32.03,35.02,192.04,8.0,19.22,5.04,431.01,78.74286746987951,RED SANDY,JAIPUR,2.000624609618988,1.8220603537981277,SPRING,WHEAT,135.0,450.0,650.0,550.0
96.61,MAY,26.03,36.09,73.06,192.06,8.5,22.67,126.04,9.07,78.74286746987951,RED SANDY,KOLKATA,1.3864771417595083,3.222761358623732,SPRING,WHEAT,135.0,450.0,650.0,550.0
10.66,JUNE,26.03,32.09,77.05,288.0,5.02,17.3102,560.01,14.03,78.74286746987951,RED SANDY,MUMBAI,1.2328082981175568,4.451132858083674,SUMMER,WHEAT,135.0,450.0,650.0,550.0
0.09,JULY,27.09,35.09,73.06,168.09,5.05,17.55,170.09,216.09,78.74286746987951,RED SANDY,DELHI,1.2953119232189,4.162962962962963,SUMMER,WHEAT,135.0,450.0,650.0,550.0
236.6,MAY,27.06,39.08,63.09,312.1,9.05,23.21,32.05,7.03,78.74286746987951,RED SANDY,CHENNAI,1.4441980783444195,2.7182249030590264,SPRING,WHEAT,135.0,450.0,650.0,550.0
155.72,JUNE,28.1,39.07,54.01,216.07,7.08,20.62,80.08,216.02,77.01,BLACK CLAY,DELHI,1.390391459074733,2.6193016488845777,SUMMER,RICE,120.0,,,
178.13,APRIL,26.06,36.01,70.08,264.08,9.7999,24.53,10.05,7.05,80.27,RED LOAMY,CHENNAI,1.381811204911742,2.8569099062372603,SPRING,POTATO,125.0,,,
149.57,APRIL,26.07,39.33,34.06,138.05,9.29,23.6303,10.0,281.08,78.74286746987951,RED SANDY,KURNOOL,1.5086306098964326,1.4413697667824783,SPRING,WHEAT,135.0,450.0,650.0,550.0
236.69,MAY,27.09,39.02,63.01,312.05,9.02,23.2798,32.03,7.07,78.74286746987951,RED SANDY,CHENNAI,1.4403839055001848,2.7066383731819,SPRING,WHEAT,135.0,450.0,650.0,550.0
140.7,JUNE,25.09,35.63,54.1,354.03,5.81,18.37,71.66,281.09,78.74286746987951,RED SANDY,KURNOOL,1.4200876843363892,2.945019052803484,SUMMER,WHEAT,135.0,450.0,650.0,550.0
73.72,MARCH,21.07,32.01,62.09,168.1,9.07,22.09,10.01,14.07,72.82,RED LOAMY,MUMBAI,1.51922164214523,2.8107741059302853,SPRING,POTATO,125.0,,,
123.240001,AUGUST,23.56,32.11,63.09,302.07,4.94,16.9597,98.77,281.04,78.06,BLACK CLAY,KURNOOL,1.3629032258064515,3.7199950470822007,SUMMER,RICE,120.0,,,
0.04,JULY,25.06,30.02,83.07,336.08,2.07,12.81,640.09,14.07,78.74286746987951,RED SANDY,MUMBAI,1.197924980047885,6.484777517564402,SUMMER,WHEAT,135.0,450.0,650.0,550.0
0.01,JULY,26.08,33.05,84.02,144.08,4.1199,16.12,375.08,9.07,78.74286746987951,RED SANDY,KOLKATA,1.2672546012269938,5.212158808933002,SUMMER,WHEAT,135.0,450.0,650.0,550.0
16.7798,MARCH,22.05,34.06,63.06,120.03,8.47,20.59,28.01,9.07,78.74286746987951,RED SANDY,KOLKATA,1.544671201814059,3.062651772705197,SPRING,WHEAT,135.0,450.0,650.0,550.0
246.480002,MAY,27.2798,40.09,37.08,225.04,8.32,22.27,44.4496,281.09,78.06,RED LOAMY,KURNOOL,1.4695855541462914,1.6650202065559048,SPRING,POTATO,125.0,,,
85.77,SEPTEMBER,23.04,34.05,67.09,192.04,8.05,19.79,80.1,431.08,75.78,BLACK CLAY,JAIPUR,1.4778645833333333,3.390096008084892,AUTUMN,RICE,120.0,,,
58.1604,SEPTEMBER,23.38,32.0,65.01,207.0,5.57,17.38,116.07,281.04,78.06,BLACK CLAY,KURNOOL,1.3686911890504705,3.740506329113925,AUTUMN,RICE,120.0,,,
416.55,MAY,27.06,39.08,63.04,312.02,9.09,23.22,32.05,7.09,80.27,BLACK CLAY,CHENNAI,1.4441980783444195,2.7149009474590877,SPRING,RICE,120.0,,,
65.619,SEPTEMBER,25.1,35.08,72.02,240.06,6.6599,19.29,121.02,7.07,80.27,BLACK CLAY,CHENNAI,1.397609561752988,3.7335406946604457,AUTUMN,RICE,120.0,,,
0.02,AUGUST,26.04,33.02,84.04,144.02,4.18,15.7299,339.04,9.07,88.36,BLACK CLAY,KOLKATA,1.2680491551459294,5.342691307637048,SUMMER,RICE,120.0,,,
10.69,JUNE,26.07,32.02,77.04,288.08,5.01,17.36,560.04,14.04,78.74286746987951,RED SANDY,MUMBAI,1.2282316839278866,4.437788018433181,SUMMER,WHEAT,135.0,450.0,650.0,550.0
14.98,JULY,26.0,36.08,64.06,288.08,6.05,18.4797,111.04,7.04,80.27,RED LOAMY,CHENNAI,1.3876923076923076,3.4665064909062377,SUMMER,POTATO,125.0,,,
5.9,JUNE,27.09,34.08,80.05,168.03,4.53,16.75,301.03,9.04,88.36,RED LOAMY,KOLKATA,1.2580287929125138,4.7791044776119405,SUMMER,POTATO,125.0,,,
0.08,JULY,26.05,36.01,64.09,288.06,6.0,18.43,111.09,7.03,78.74286746987951,RED SANDY,CHENNAI,1.382341650671785,3.477482365708085,SUMMER,WHEAT,135.0,450.0,650.0,550.0
47.7206,JULY,27.06,35.03,73.01,168.08,5.09,17.56,170.07,216.06,77.01,BLACK CLAY,DELHI,1.2945306725794532,4.157744874715263,SUMMER,RICE,120.0,,,
96.669,MAY,26.05,36.09,73.1,192.03,8.41,22.62,126.08,9.06,78.74286746987951,RED SANDY,KOLKATA,1.3854126679462573,3.2316534040671967,SPRING,WHEAT,135.0,450.0,650.0,550.0
96.63,MAY,26.05,36.08,73.07,192.09,8.5,22.62,126.05,9.07,78.74286746987951,RED SANDY,KOLKATA,1.385028790786948,3.2303271441202472,SPRING,WHEAT,135.0,450.0,650.0,550.0
0.07,AUGUST,25.0,30.07,83.08,288.07,3.05,14.17,520.02,14.03,72.82,BLACK CLAY,MUMBAI,1.2028,5.863091037402964,SUMMER,RICE,120.0,,,
54.65,MARCH,15.07,29.1,57.04,168.05,11.02,22.93,20.1,216.07,77.01,RED LOAMY,DELHI,1.9309887193098876,2.4875708678587003,SPRING,POTATO,125.0,,,
0.07,SEPTEMBER,25.01,31.09,81.04,168.07,5.08,16.35,320.02,14.02,72.82,BLACK CLAY,MUMBAI,1.2431027588964414,4.9565749235474,AUTUMN,RICE,120.0,,,
46.87,MARCH,16.05,32.1,35.07,192.05,8.0,19.2598,5.01,431.09,78.74286746987951,RED SANDY,JAIPUR,2.0,1.8208911826706409,SPRING,WHEAT,135.0,450.0,650.0,550.0
221.7399998,APRIL,22.1,37.02,26.01,240.03,9.0,22.67,4.02,431.08,75.78,RED LOAMY,JAIPUR,1.6751131221719455,1.1473312748125275,SPRING,POTATO,125.0,,,
166.94,JUNE,27.03,38.1,61.08,312.07,6.89,19.62,56.08,7.07,80.27,RED LOAMY,CHENNAI,1.409544950055494,3.113149847094801,SUMMER,POTATO,125.0,,,
224.22,JUNE,27.09,39.04,46.09,312.08,7.07,20.6303,51.03,431.02,75.78,BLACK CLAY,JAIPUR,1.441122185308232,2.2340925725752903,SUMMER,RICE,120.0,,,
425.6,MAY,27.21,40.01,37.01,225.01,8.4,22.2598,44.47,281.06,78.06,BLACK CLAY,KURNOOL,1.470415288496876,1.6626384783331387,SPRING,RICE,120.0,,,
5.9301,JUNE,27.01,34.07,80.06,168.1,4.58,16.79,301.08,9.07,88.36,RED LOAMY,KOLKATA,1.2613846723435764,4.768314472900537,SUMMER,POTATO,125.0,,,
73.76,MARCH,21.08,32.05,62.01,168.04,9.06,22.09,10.01,14.05,72.82,RED LOAMY,MUMBAI,1.5203984819734344,2.8071525577184246,SPRING,POTATO,125.0,,,
0.05,JULY,27.04,35.08,73.0,168.03,5.09,17.59,170.07,216.06,77.01,RED LOAMY,DELHI,1.297337278106509,4.150085275724844,SUMMER,POTATO,125.0,,,
141.55,JUNE,27.05,38.04,61.0,312.06,6.81,19.6,56.02,7.05,78.74286746987951,RED SANDY,CHENNAI,1.4062846580406654,3.1122448979591835,SUMMER,WHEAT,135.0,450.0,650.0,550.0
5.49,JUNE,27.06,34.09,80.06,168.01,4.58,16.75,301.08,9.03,78.74286746987951,RED SANDY,KOLKATA,1.2597930524759795,4.779701492537313,SUMMER,WHEAT,135.0,450.0,650.0,550.0
47.8,JULY,25.02,34.05,73.06,264.02,5.08,17.52,213.09,431.1,75.78,BLACK CLAY,JAIPUR,1.3609112709832134,4.170091324200913,SUMMER,RICE,120.0,,,
116.169,APRIL,25.08,36.04,70.02,192.04,9.2299,23.3102,51.06,9.1,88.36,RED LOAMY,KOLKATA,1.4370015948963315,3.0038352309289498,SPRING,POTATO,125.0,,,
221.109,MAY,26.03,39.06,42.03,192.07,8.04,21.97,30.08,216.1,77.01,RED LOAMY,DELHI,1.5005762581636573,1.913063268092854,SPRING,POTATO,125.0,,,
224.26,JUNE,27.09,39.07,46.02,312.07,7.03,20.64,51.04,431.0,75.78,BLACK CLAY,JAIPUR,1.4422296050203027,2.229651162790698,SUMMER,RICE,120.0,,,
140.72,JUNE,25.03,35.6604,54.04,354.08,5.87,18.3302,71.61,281.06,78.74286746987951,RED SANDY,KURNOOL,1.4247063523771475,2.9481402276025355,SUMMER,WHEAT,135.0,450.0,650.0,550.0
65.679,SEPTEMBER,25.09,35.05,72.04,240.03,6.67,19.2598,121.03,7.01,80.27,BLACK CLAY,CHENNAI,1.3969709047429253,3.740433441676446,AUTUMN,RICE,120.0,,,
0.06,JULY,26.09,33.02,84.04,144.07,4.13,16.18,375.03,9.04,88.36,RED LOAMY,KOLKATA,1.26561901111537,5.19406674907293,SUMMER,POTATO,125.0,,,
5.18995,JUNE,27.05,34.07,80.09,168.08,4.56,16.72,301.04,9.03,88.36,BLACK CLAY,KOLKATA,1.2595194085027726,4.7900717703349285,SUMMER,RICE,120.0,,,
10.91,JUNE,26.04,32.02,77.08,288.05,5.06,17.3,560.04,14.05,72.82,BLACK CLAY,MUMBAI,1.229646697388633,4.455491329479768,SUMMER,RICE,120.0,,,
0.06,SEPTEMBER,25.06,31.07,81.03,168.02,5.0,16.3102,320.08,14.09,72.82,BLACK CLAY,MUMBAI,1.239824421388667,4.968056798813013,AUTUMN,RICE,120.0,,,
85.73,SEPTEMBER,23.04,34.08,67.0,192.09,8.07,19.8,80.08,431.07,75.78,BLACK CLAY,JAIPUR,1.4791666666666667,3.383838383838384,AUTUMN,RICE,120.0,,,
411.37,MAY,26.05,39.03,42.03,192.06,8.09,21.97,30.04,216.05,77.01,BLACK CLAY,DELHI,1.4982725527831091,1.913063268092854,SPRING,RICE,120.0,,,
155.78,JUNE,28.07,39.03,54.05,216.02,7.04,20.6103,80.06,216.08,77.01,BLACK CLAY,DELHI,1.390452440327752,2.6224751701819,SUMMER,RICE,120.0,,,
85.78,SEPTEMBER,23.01,34.07,67.08,192.04,8.09,19.72,80.01,431.06,75.78,BLACK CLAY,JAIPUR,1.4806605823554977,3.4016227180527383,AUTUMN,RICE,120.0,,,
187.55,JUNE,27.03,39.04,46.07,312.04,7.04,20.6103,51.01,431.05,78.74286746987951,RED SANDY,JAIPUR,1.4443211246762857,2.235290121929326,SUMMER,WHEAT,135.0,450.0,650.0,550.0
0.01,JULY,25.01,30.08,83.04,336.03,2.04,12.88,640.06,14.1,78.74286746987951,RED SANDY,MUMBAI,1.202718912435026,6.447204968944099,SUMMER,WHEAT,135.0,450.0,650.0,550.0
178.15,APRIL,26.01,36.1,70.02,264.09,9.78,24.51,10.05,7.08,80.27,RED LOAMY,CHENNAI,1.387927720107651,2.8567931456548346,SPRING,POTATO,125.0,,,
84.48,APRIL,25.09,36.05,70.09,192.01,9.26,23.4002,51.03,9.07,78.74286746987951,RED SANDY,KOLKATA,1.4368274212833798,2.9952735446705585,SPRING,WHEAT,135.0,450.0,650.0,550.0
65.679,SEPTEMBER,25.05,35.0,72.08,240.06,6.6099,19.3,121.07,7.08,80.27,BLACK CLAY,CHENNAI,1.3972055888223551,3.734715025906736,AUTUMN,RICE,120.0,,,
123.23,AUGUST,23.55,32.1205,63.1,302.01,4.99,16.9797,98.7,281.09,78.06,BLACK CLAY,KURNOOL,1.363927813163482,3.7162022886152286,SUMMER,RICE,120.0,,,
